yr,fracfiling,ttwealth,ttdivw,ttintw,ttinttaxw,ttintexmw,ttschcpartw,ttscorw,ttrentw,ttmortw,ttrentmortw,ttrestw,ttpeniraw,ttpenw,fraceqpen,ttothdebt,ttcurrency,ttundtr_kg,ttundtr_div,ttundtr_int,ttundtr_bus,ttundtr_rent,ttfainc,ttfkcot,ttfkmik,ttfkprk,ttproptax_res,ttproptax_bus,ttfkinc,ttfkhou,ttfkhoumain,ttfkhourent,ttfkequ,ttfkfix,ttfkbus,ttfkpen,ttfkmor,ttfknmo,ttflinc,ttflemp,ttfllbu,ttflprl,ttsalestax,ttflwag,ttflsup,ttoacont,ttdicont,tthicont,ttuicont,ttsecont_oa,ttsecont_di,ttsecont_hi,ttptinc,ttplcon,ttinvincpen,ttpenben,ttuidiben,ttssben,ttuiben,ttssiben,ttsnapben,ttworkcompben,ttvetben,ttnonvetben,tttanfben,ttothben,ttmedicare,ttmedicaid,ttmedicaidenroll,ttothinkind,ttkindben,ttcolexp,tteducexp,ttnpishinc,ttgovint,tttax,ttben,ttprimsupgov,ttprisupss,ttprisupenprivate,payrolltaxer,pensioncont,healthcont,othbenefits,ttfedtax,ttstatetax,ttcred,ttestatetax,fracestp0p90,fracestp90p95,fracestp95p99,fracestp99p995,fracestp995p999,fracestp999p9999,fracesttop001,ttothcon,ttdiinc,ttdikin,ttninc,private_saving,piksaezden,piksaezwag,piksaezbus,piksaezint,piksaezdiv,piksaezren,piksaezdenKG,hwequ0,bond0,currency0,nonmort0,rental0,ownerhome0,ownermort0,hwbus0,hwpen0,flemp0,flmil0,fkhoumain0,fkhourent0,fkequ0,fkfix0,fkbus0,fkpen0,fkmor0,fknmo0,gdpdeflator,nideflator,cpipiksaez,pcedeflator,totadults20,adults65p,population,tottaxunits,minwage,paycap,ssrate,oarate,dirate,hirate,stdyr_s,stdyr_h,stdyr_m,snapded3,snapded4,snapded5,snapded6,snapdedkid,povcut1,povcut2,povcut3,povcut4,povcut5,povcut6,povcut7,povcut8,povcutadd,snapben1,snapben2,snapben3,snapben4,snapben5,snapben6,snapben7,snapben8,snapbenadd,snapbenmin,snapassn,snapasse,ssiress,ssiresc,ssicuts,ssicutc,snapparticip
1968,0.9474,2595795.09,706181.57,556173.93,524263.66,31910.27,393783.00,10793.59,171968.50,-254454.00,-89531.50,726926.50,0.00,325102.00,0.23,-148924.50,108244.50,2914.17,1642.59,579.75,347.14,347.14,852021.88,37164.00,24272.70,11567.12,15511.00,10211.00,229237.70,53414.59,40603.15,12811.45,109144.17,38014.48,29480.27,25946.04,-18872.27,-7889.60,622784.18,530751.00,56636.30,35396.88,46964.00,453019.01,77731.99,22853.06,3194.94,4189.00,3503.00,1204.11,168.34,221.55,823543.03,51988.14,13063.72,31738.00,4835.00,26742.00,2207.00,2419.00,198.00,799.00,5852.00,7045.00,2824.00,805.00,5890.00,3997.00,9.00,2178.00,12065.00,166280.00,36300.00,1952.12,23723.00,239620.00,191242.00,19477.00,1974.45,13440.68,19950.00,21064.68,8358.00,28359.30,76435.00,10552.00,0.00,4088.00,0.00000,0.00450,0.17996,0.12065,0.26794,0.25852,0.16844,7771.55,806088.48,639808.48,830251.00,0.097310,548967.72,459129.31,50515.14,16806.34,17146.16,5370.78,585267.72,0.276206,0.214260,0.041700,-0.057371,0.066249,0.280040,-0.098025,0.151700,0.125242,0.660470,0.070479,0.047655,0.015037,0.128100,0.044879,0.034600,0.030191,-0.022150,-0.009260,5.614641667,5.869206641,6.327324882,5.654789735,123507,19365,200745.00,77825.69,1.60,7800,0.076,0.0667,0.0093,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,0.9624,2736895.35,693493.50,595076.98,559301.26,35775.71,418502.00,12059.37,187283.50,-270811.50,-99397.50,800302.50,0.00,347668.50,0.24,-158507.50,111828.00,2742.56,1694.18,655.33,361.72,361.72,921521.62,36958.00,25471.20,12061.43,17226.00,11003.00,238436.24,57147.28,43632.07,13515.20,106886.68,44001.54,31193.80,29216.16,-20591.56,-9417.65,683085.37,584458.00,59432.80,39194.57,51256.00,500147.96,84310.04,27221.44,3505.56,4451.00,3527.00,1377.42,177.38,225.20,886938.89,59420.85,14927.88,34525.00,5241.00,28665.00,2327.00,2627.00,264.00,850.00,6612.00,8200.00,3545.00,914.00,6695.00,4551.00,11.50,2583.00,13829.00,179437.00,40500.00,2131.38,26405.00,269700.00,208078.00,30705.00,4816.80,14838.05,22753.00,23612.05,9929.00,28015.98,91700.00,12806.00,0.00,4625.00,0.00000,0.00540,0.19017,0.12440,0.26324,0.25208,0.16470,8317.20,861125.69,681688.69,897248.00,0.094733,594701.88,501666.18,51799.85,19436.89,17050.44,4748.52,624278.88,0.257793,0.217428,0.040859,-0.057915,0.068429,0.292413,-0.098948,0.152911,0.127030,0.672838,0.068420,0.047348,0.014666,0.115989,0.047920,0.033850,0.031533,-0.022345,-0.010220,5.352043322,5.593591569,5.999752204,5.410968424,125543,19680,202736.00,78792.88,1.60,7800,0.084,0.0744,0.0096,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,0.9294,2787323.46,608230.83,638070.41,597752.36,40318.05,439019.00,12279.22,199912.00,-282352.00,-107271.50,853455.00,0.00,370371.50,0.24,-166402.00,114739.50,1552.10,1649.75,694.06,355.82,355.82,967708.45,31263.00,26092.50,12047.28,19462.00,12435.00,241821.22,61494.27,46772.54,14721.73,96337.48,50677.97,32734.16,33266.60,-22622.45,-10066.81,725887.22,623347.00,60882.50,41657.72,53705.00,534716.15,88630.85,27907.78,4133.22,4638.00,3787.00,1433.44,212.30,238.26,934659.75,64342.11,17190.59,40815.00,7669.00,34026.00,4186.00,2953.00,1103.00,905.00,7457.00,10869.00,4836.00,1072.00,7254.00,5455.00,14.00,3293.00,16002.00,192785.00,46700.00,2274.55,32460.00,271058.00,227113.00,5815.00,-738.26,16596.37,23839.00,26868.37,12102.00,25821.49,88853.00,14217.00,0.00,4764.00,0.00000,0.00630,0.20039,0.12815,0.25855,0.24563,0.16097,8885.26,928188.48,735403.48,937523.00,0.106908,641252.36,543019.65,54425.99,22050.65,17029.54,4726.52,659499.36,0.222619,0.228919,0.041165,-0.059700,0.071722,0.306192,-0.101299,0.157506,0.132877,0.683365,0.066744,0.048333,0.015213,0.099552,0.052779,0.033826,0.033967,-0.023377,-0.010403,5.083897952,5.311415091,5.675023348,5.169229774,127674,20107,205089.00,79924.00,1.60,7800,0.084,0.0732,0.0108,0.012,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,0.9111,3008630.93,641228.57,694405.57,654639.31,39766.26,470738.50,13644.29,217004.50,-297734.50,-119263.50,915852.00,0.00,407495.00,0.27,-179307.50,125304.50,2796.96,1790.61,863.03,399.74,399.74,1047636.43,34808.00,28328.40,13645.07,21132.00,14638.00,271653.90,67201.28,51732.29,15468.98,109492.93,56051.72,35967.78,39417.56,-25702.16,-10775.21,775982.53,664995.00,66099.60,44887.93,58533.00,568724.97,96270.03,31655.28,4336.72,4750.00,4242.00,1472.59,201.74,220.66,1010830.35,73482.28,20986.80,47321.00,10342.00,39591.00,6160.00,3172.00,1698.00,993.00,8404.00,13254.00,6195.00,1196.00,8049.00,6744.00,15.24,4088.00,18881.00,208960.00,53100.00,2443.57,36078.00,287789.00,249499.00,-7394.00,-3842.66,19661.95,26446.00,31573.95,13664.00,24586.08,85803.00,15902.00,0.00,5797.00,0.00000,0.01087,0.21232,0.12463,0.25751,0.23765,0.15701,9267.66,1014448.68,805488.68,1014002.00,0.110502,683605.52,579184.07,58017.48,24775.50,16753.52,4874.94,709905.52,0.217665,0.230805,0.041648,-0.059598,0.072127,0.304408,-0.098960,0.156463,0.135442,0.673730,0.066968,0.049380,0.014766,0.104514,0.053987,0.034332,0.037142,-0.024533,-0.010285,4.838363716,5.055647935,5.436812491,4.958588572,130774,20561,207692.00,81849.28,1.60,7800,0.092,0.0809,0.0111,0.012,1050,1050,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,0.9271,3408269.92,766797.03,764668.90,724680.31,39988.59,522781.00,15692.00,238702.00,-326503.00,-142606.00,1027929.50,0.00,461897.50,0.31,-201920.00,138225.00,3368.11,1859.17,1013.37,429.52,429.52,1157358.92,39110.00,32287.20,15101.65,22361.00,14230.00,302025.77,72319.51,55366.11,16953.40,124912.06,60867.40,39734.12,45203.13,-29432.93,-11577.52,855333.15,731333.00,75336.80,48663.35,63765.00,625798.05,105534.95,35986.56,4864.44,5394.00,6137.00,1656.68,223.94,248.38,1111042.47,85300.94,25163.51,53196.00,10952.00,44197.00,6033.00,3365.00,1980.00,1180.00,9374.00,14619.00,6923.00,1171.00,8836.00,8211.00,16.48,4573.00,21620.00,225498.00,58800.00,2590.08,40461.00,329113.00,271111.00,7842.00,-1361.38,22514.32,31156.00,36432.32,16165.00,21781.63,102757.00,20883.00,0.00,6804.00,0.00000,0.01545,0.22425,0.12112,0.25647,0.22967,0.15305,10334.38,1101909.09,876411.09,1119488.00,0.111979,751147.63,637737.39,61802.00,27446.64,18384.65,5776.94,785496.63,0.229585,0.224357,0.040556,-0.059244,0.070036,0.301599,-0.095797,0.153386,0.135523,0.670018,0.069021,0.047838,0.014648,0.107929,0.053183,0.034332,0.038465,-0.025431,-0.010003,4.637987037,4.84534644,5.267725022,4.795029354,133502,21020,209924.00,83669.53,1.60,9000,0.092,0.0810,0.0110,0.012,1300,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,0.9444,3697923.47,730695.83,844163.41,800266.05,43897.36,591780.00,18230.73,278310.50,-362885.00,-159613.50,1175017.00,0.00,501487.50,0.30,-227331.50,148455.00,2502.11,1798.76,1097.36,429.99,429.99,1296091.92,45632.00,38994.90,16406.06,24199.00,16926.00,339919.87,76304.67,59081.36,17223.32,138439.03,68833.56,48415.32,53667.45,-33330.99,-12409.17,956172.04,812683.00,90988.10,52500.94,68907.00,690118.93,122564.07,44233.68,5707.32,10462.00,7283.00,1864.06,240.51,442.43,1240757.57,100219.10,30367.25,64455.00,10797.00,54538.00,4570.00,3449.00,2209.00,1334.00,10242.00,15493.00,7218.00,1283.00,10244.00,9611.00,17.72,5229.00,25084.00,239125.00,63700.00,2834.08,45762.00,370168.00,289944.00,21257.00,220.57,24746.53,39783.00,40890.53,18326.00,23564.54,109581.00,22826.00,0.00,6601.00,0.00000,0.02002,0.23618,0.11760,0.25542,0.22168,0.14909,16167.43,1219862.14,980737.14,1253164.00,0.109602,831698.52,704232.30,68268.59,32223.36,20143.20,6831.07,865418.52,0.202526,0.228280,0.040146,-0.061475,0.075261,0.317750,-0.098132,0.160030,0.135613,0.663454,0.074280,0.045584,0.013289,0.106813,0.053986,0.037355,0.040529,-0.025717,-0.009574,4.397213679,4.594288051,4.959254637,4.550060205,136006,21525,211939.00,85441.84,1.60,10800,0.097,0.0859,0.0111,0.02,1300,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,0.9554,3714985.06,489479.18,931075.87,880979.71,50096.15,667204.50,19874.51,327373.50,-400778.50,-175519.00,1256275.50,0.00,517805.00,0.25,-248278.00,154953.50,1798.30,1753.91,1187.49,433.77,433.77,1392211.90,47235.00,39891.30,16868.53,25491.00,20182.00,354809.73,81343.33,63781.08,17562.25,125767.78,81678.88,52956.27,63744.75,-37935.33,-12745.94,1037402.17,887715.00,93079.70,56607.47,73476.00,760842.32,126872.68,51234.89,6715.11,10665.00,7396.00,2331.38,305.56,485.05,1328349.59,116374.16,35535.16,73574.00,14473.00,61872.00,7021.00,5281.00,3433.00,1534.00,11581.00,20042.00,7955.00,1839.00,12726.00,11176.00,18.96,5725.00,29627.00,265205.00,70900.00,3372.10,49164.00,408912.00,326455.00,13829.00,-910.05,29237.21,44695.00,48391.21,21132.00,12654.47,126525.00,24523.00,0.00,6298.00,0.00000,0.02459,0.24811,0.11408,0.25438,0.21370,0.14513,17199.05,1313875.53,1048670.53,1346420.00,0.111513,914549.73,777593.35,66863.69,39602.05,22529.43,7961.21,941900.73,0.137108,0.250627,0.041710,-0.066831,0.088122,0.338164,-0.107882,0.179598,0.139383,0.674431,0.070716,0.045813,0.012615,0.090337,0.060125,0.038038,0.044330,-0.027248,-0.009155,4.035247428,4.228753516,4.466346976,4.121024848,138444,22061,213898.00,87227.73,2.00,13200,0.099,0.0875,0.0115,0.018,1300,1300,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,219,
1975,0.9226,3954720.33,430897.45,1030981.28,975884.26,55097.02,737237.00,19069.10,363084.00,-439213.00,-194544.00,1337399.50,0.00,580750.50,0.24,-263526.00,158040.50,1696.22,1812.47,1444.34,478.04,478.04,1497800.33,46264.00,42464.40,18437.47,28029.00,20861.00,392084.19,88070.17,69451.46,18618.71,133411.94,92757.80,56871.03,78794.59,-43732.51,-14088.83,1105716.13,947230.00,99083.60,59402.53,77840.00,799536.47,147693.53,53665.74,7031.26,11176.00,7658.00,2502.59,327.89,521.52,1433909.72,130587.21,45143.39,84678.00,27162.00,70804.00,18140.00,5913.00,4597.00,2241.00,13950.00,24792.00,9305.00,2736.00,15633.00,13863.00,20.20,8108.00,37604.00,296725.00,81500.00,3709.67,55461.00,416358.00,373071.00,-45488.00,-17758.52,36505.74,46723.00,59401.74,25510.00,16058.79,120730.00,26877.00,0.00,6448.00,0.00000,0.02916,0.26004,0.11056,0.25334,0.20572,0.14117,18123.52,1461808.20,1165083.20,1446049.00,0.110520,965991.37,821432.92,70336.11,43496.81,23097.19,7628.34,994271.37,0.113780,0.260696,0.039962,-0.066636,0.091810,0.338178,-0.111060,0.186420,0.146850,0.668318,0.069908,0.046369,0.012431,0.089072,0.063432,0.037970,0.051104,-0.029198,-0.009406,3.692239228,3.882737614,4.092767768,3.804022936,141055,22696,215981.00,89127.47,2.10,14100,0.099,0.0875,0.0115,0.018,1600,1600,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.7,236.6,
1976,0.9299,4503268.03,561158.16,1141295.62,1081390.28,59905.34,818875.50,19257.75,395686.00,-488080.00,-210484.50,1501817.50,0.00,673971.50,0.26,-284811.50,164097.50,2265.41,1981.20,1798.90,552.74,552.74,1669358.72,59418.00,46853.40,20889.27,30727.00,22395.00,446820.38,94197.27,73943.85,20253.43,163303.79,98408.08,61600.57,91441.22,-48687.49,-13443.06,1222538.33,1048347.00,109324.60,64866.73,85756.00,884670.66,163676.34,59621.96,7747.04,12405.00,11046.00,2623.00,340.82,546.17,1587383.67,150402.30,54092.75,95568.00,26952.00,79822.00,16386.00,6137.00,4598.00,2948.00,13765.00,28282.00,10105.00,3223.00,18795.00,15457.00,20.08,7658.00,41910.00,314508.00,88300.00,4079.28,64069.00,479537.00,398465.00,-15104.00,-14829.17,42711.47,54398.00,69023.47,32049.00,8205.87,141597.00,31074.00,1271.00,7236.00,0.00000,0.03374,0.27197,0.10704,0.25230,0.19773,0.13721,19955.17,1587690.49,1273182.49,1609369.00,0.103507,1068764.59,909868.47,75543.15,48654.45,25935.90,8762.62,1106043.59,0.128888,0.253437,0.036440,-0.063246,0.087866,0.333495,-0.108384,0.181840,0.149663,0.663182,0.069158,0.044295,0.012132,0.097824,0.060642,0.036901,0.053084,-0.029165,-0.008053,3.499478311,3.681728174,3.86978745,3.606171184,143609,23278,218086.00,91048.46,2.30,15300,0.099,0.0876,0.0114,0.018,1700,1700,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.8,251.8,
1977,0.9308,4995823.02,573912.13,1258077.88,1192148.34,65929.54,916615.50,21106.01,444794.00,-560035.00,-234000.00,1738391.50,0.00,744989.00,0.26,-319012.00,176984.00,2535.01,2080.43,2103.84,609.89,609.89,1859254.75,68504.00,51303.00,23196.26,33495.00,22605.00,503413.01,101706.94,76948.48,24758.46,186480.80,112450.42,66813.76,108111.19,-56577.51,-15572.58,1355841.74,1165825.00,119707.00,70309.74,93506.00,972868.85,192956.15,66005.45,8669.55,13744.00,12976.00,2902.79,381.27,604.94,1755746.68,172108.27,64249.73,107603.93,25246.00,89024.00,13129.00,6306.00,4394.00,3096.00,13349.00,29372.00,10639.00,3675.00,22101.00,16737.00,19.96,8384.00,47222.00,341169.00,95400.00,4511.25,70931.00,538359.00,431112.00,5129.00,-11217.94,50476.28,61104.00,81173.21,38781.00,11897.94,162513.00,35366.00,1262.00,9276.00,0.00000,0.03831,0.28390,0.10353,0.25125,0.18975,0.13326,22158.94,1739434.75,1398265.75,1792835.00,0.109603,1175139.90,1002592.41,79131.38,54672.07,28519.09,10224.95,1217277.90,0.119103,0.251826,0.035426,-0.063856,0.089033,0.347969,-0.112101,0.183476,0.149122,0.661334,0.067906,0.041387,0.013316,0.100299,0.062295,0.035936,0.056334,-0.030430,-0.008376,3.294919181,3.47162422,3.633513299,3.385872976,146305,23892,220289.00,93075.82,2.30,16500,0.099,0.0875,0.0115,0.018,2200,2200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.8,266.7,
1978,0.9428,5551356.43,525366.32,1388211.43,1308004.30,80207.13,1049794.00,23892.68,509367.50,-655819.00,-264169.00,2048841.50,0.00,834198.50,0.25,-365312.00,192815.50,2709.53,2278.97,2523.96,698.18,698.18,2099170.03,77852.00,59002.20,26206.86,33580.00,21232.00,566167.09,109891.30,85132.11,24759.19,205124.45,127617.18,75144.36,132908.26,-65028.19,-19490.26,1533002.94,1316765.00,137671.80,78566.14,104773.00,1093221.32,223543.68,72481.33,12881.67,17111.00,15761.00,3042.96,540.81,719.23,1965028.97,195286.35,79975.22,118482.50,22638.00,97581.00,9417.00,6556.00,4585.00,3360.00,13597.00,31190.00,10776.00,4781.00,25543.00,18619.00,19.84,10252.00,54414.00,370770.00,102400.00,5144.97,81657.00,605536.00,469971.00,28597.00,-2290.23,56456.08,71529.00,90578.58,46063.00,15373.10,189199.00,40450.00,1132.00,7189.00,0.00000,0.00000,0.17614,0.16071,0.27659,0.25270,0.13385,26553.23,1934171.73,1563401.73,2022658.00,0.101862,1317571.01,1126052.24,87169.60,61291.99,31706.27,11350.91,1365290.01,0.098941,0.250067,0.034733,-0.065806,0.091756,0.369070,-0.118137,0.189106,0.150269,0.661163,0.069127,0.040555,0.011795,0.097717,0.062554,0.035797,0.061554,-0.030978,-0.009285,3.078344377,3.248246749,3.377161133,3.165664055,149142,24502,222629.00,95212.84,2.65,17700,0.101,0.0858,0.0152,0.02,2200,2200,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.4,284.1,
1979,0.9511,6352448.92,595646.31,1531442.07,1431514.53,99927.54,1223151.50,26197.53,586485.00,-767682.50,-303226.00,2407074.00,0.00,954283.50,0.25,-415251.50,211103.00,5735.87,2619.97,3137.18,834.96,834.96,2321847.68,80737.00,65388.00,27458.78,33433.00,22439.00,606504.46,118659.28,93601.33,25057.95,206687.53,149293.55,82597.37,148416.65,-76542.85,-22607.06,1715343.22,1477231.00,152572.00,85540.22,112999.00,1232212.98,245018.02,85511.81,14700.19,20977.00,16912.00,3507.62,602.99,861.39,2161638.87,226878.97,91287.71,133784.87,24173.00,109393.00,9692.00,7081.00,6332.00,3827.00,14153.00,34333.00,11078.00,4946.00,29936.00,21067.00,19.72,11835.00,62838.00,404705.00,112500.00,6096.32,87630.00,678811.00,516029.00,43723.00,2149.61,66771.49,82587.00,105644.36,52627.00,4159.66,224881.00,44032.00,1069.00,7541.00,0.00000,0.00000,0.17614,0.16071,0.27659,0.25270,0.13385,31514.39,2120091.48,1715386.48,2240314.00,0.092534,1476334.06,1268556.76,87204.27,73902.93,35036.23,11633.87,1548415.06,0.097890,0.241079,0.033232,-0.065369,0.092324,0.378921,-0.120848,0.192548,0.150223,0.669623,0.069160,0.040313,0.010792,0.089019,0.066427,0.035574,0.061794,-0.032966,-0.009737,2.842660372,3.002198161,3.081954741,2.90731881,152105,25134,225106.00,97457.05,2.90,22900,0.1016,0.0867,0.0149,0.021,2300,2300,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.2,312.2,
1980,0.9426,7343312.05,779406.18,1693863.26,1581578.68,112284.58,1390089.00,22627.11,675758.50,-876625.00,-351183.50,2773216.00,0.00,1104000.50,0.27,-448846.50,229823.00,5758.50,2653.55,3400.78,876.31,876.31,2507141.87,75484.00,65479.20,29883.47,35551.00,23475.00,634970.54,136540.27,106928.43,29611.83,189775.78,187651.29,82760.87,157111.22,-90516.94,-28351.95,1872171.33,1622247.00,152784.80,97139.53,127023.00,1353784.19,268462.81,98194.16,12580.84,23170.00,17157.00,4095.95,524.78,967.26,2339894.60,256408.58,98707.61,155476.92,32392.00,126215.00,16097.00,7941.00,8214.00,4379.00,14660.00,41551.00,12516.00,6518.00,36201.00,23855.00,19.60,16486.00,76542.00,453650.00,122300.00,7670.13,96195.00,736011.00,586403.00,7320.00,-9759.26,78298.92,88940.00,123855.84,61054.00,-5387.04,250621.00,48891.00,1983.00,8778.00,0.00000,0.00000,0.17614,0.16071,0.27659,0.25270,0.13385,33635.26,2322839.34,1869189.34,2418617.00,0.108761,1631791.72,1395030.87,81875.47,101979.39,40339.50,12566.49,1706017.72,0.109220,0.230667,0.031297,-0.061123,0.092024,0.377652,-0.119377,0.189300,0.150341,0.682461,0.064275,0.042650,0.011811,0.075694,0.077225,0.033010,0.060288,-0.036104,-0.011308,2.606522825,2.755977834,2.774001749,2.624703916,155268,25707,227726.00,99625.00,3.10,25900,0.1016,0.0901,0.0115,0.021,2300,2300,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,357,
1981,0.9405,8210973.21,879833.66,1839982.41,1710878.86,129103.55,1517649.00,21321.64,748649.00,-962393.50,-397365.50,3118060.50,17340.00,1241903.00,0.26,-473436.50,262064.00,5962.25,2825.07,3843.77,963.56,963.56,2819394.83,70315.00,71654.70,37884.00,38834.00,26773.00,743712.53,157894.10,123004.05,34890.04,206044.22,235653.75,91188.90,191214.86,-105153.28,-33130.02,2075682.30,1792525.00,167194.30,115963.00,153847.00,1488245.98,304279.02,113933.61,15551.39,31832.00,17782.00,4185.77,571.34,1170.89,2623898.70,290132.00,121679.41,182344.28,33971.00,147229.00,15885.00,8595.00,10065.00,5091.00,15782.00,45742.00,13144.00,6914.00,43499.00,27746.00,19.64,16236.00,87481.00,507041.00,132700.00,9865.17,114606.00,840512.00,656046.00,21374.00,-11089.89,84906.61,103610.00,138107.89,71689.00,-9127.87,291165.00,54615.00,1933.00,9262.00,0.00000,0.00000,0.17614,0.16071,0.27659,0.25270,0.13385,43676.89,2591456.80,2084415.80,2714654.00,0.114141,1803844.94,1542814.80,58507.60,141217.60,48389.02,12915.92,1881124.44,0.109750,0.224088,0.031916,-0.057659,0.091177,0.379743,-0.117208,0.184832,0.153361,0.673405,0.062811,0.043628,0.012375,0.073081,0.086378,0.032343,0.065026,-0.037296,-0.011751,2.381693402,2.518389213,2.53287085,2.408926843,158033,26221,230008.00,101432.21,3.35,29700,0.107,0.0941,0.0129,0.026,2300,2300,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.7,397,
1982,0.9234,8901485.37,886201.76,2013772.40,1850541.85,163230.54,1576732.50,28249.21,789106.00,-1014718.00,-449050.50,3370166.50,48440.00,1410318.00,0.26,-502184.00,295401.00,8354.65,2985.71,4284.05,1027.80,1027.80,2953393.74,51294.00,71137.50,37452.06,41347.00,28936.00,779659.30,179504.68,137475.83,42028.85,182971.65,275571.76,91294.92,216121.41,-124337.14,-41467.98,2173734.44,1892983.00,165987.50,114763.94,152216.00,1569646.15,323336.85,117349.60,20870.40,33581.00,18703.00,4664.05,829.49,1335.45,2727225.95,336633.01,140944.55,207844.77,43565.00,162959.00,25227.00,8979.00,9896.00,5242.00,16290.00,46630.00,12889.00,7790.00,50927.00,30159.00,19.68,15010.00,96096.00,554529.00,142000.00,11630.26,130528.00,847533.00,713545.00,-54178.00,-25769.45,110992.69,109769.00,174216.46,82659.00,-43307.61,295596.00,59147.00,1834.00,10103.00,0.00000,0.00000,0.17614,0.16071,0.27659,0.25270,0.13385,46477.45,2755654.50,2201125.50,2834496.00,0.108661,1907974.33,1622076.82,63375.81,156588.26,53890.31,12043.13,1994598.33,0.102730,0.226229,0.033186,-0.056416,0.088649,0.378607,-0.113994,0.177131,0.163878,0.676677,0.059335,0.046548,0.014231,0.061953,0.095843,0.030912,0.070641,-0.042100,-0.014041,2.242999634,2.3715313,2.388723729,2.28212519,160665,26787,232218.00,103250.44,3.35,32400,0.108,0.0917,0.0163,0.026,2300,2300,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.3,426.4,
1983,0.9168,9617130.86,922823.05,2278093.66,2072519.99,205573.67,1606766.50,46745.65,809113.00,-1073779.50,-512447.00,3526641.00,80102.50,1654751.00,0.28,-545005.50,310879.50,11808.38,3198.47,4445.00,1121.02,1121.02,3186874.05,66419.00,76156.50,43524.69,44075.00,26498.00,870691.24,198304.23,151319.74,46984.49,211385.07,296947.32,94830.41,257749.99,-138894.54,-49631.24,2316182.81,2012489.00,177698.50,125995.31,169520.00,1649118.88,363370.12,129851.55,16887.45,37345.00,22688.00,5025.06,653.52,1446.42,2917168.79,369982.29,173062.81,228408.84,44931.00,173823.00,26411.00,9405.00,11066.00,5220.00,16445.00,49592.00,13847.00,8285.00,57797.00,33871.00,19.72,16205.00,107873.00,595393.00,150400.00,11906.95,147243.00,893635.00,769303.00,-75882.00,-25128.42,121770.87,119883.00,194876.71,91498.00,-42887.58,286774.00,66105.00,1769.00,8290.00,0.00000,0.00000,0.17614,0.16071,0.27659,0.25270,0.13385,50848.42,2967942.37,2372549.37,3051538.00,0.126800,2004401.99,1718038.43,74998.60,153950.08,50461.03,6953.85,2127821.99,0.100817,0.236879,0.032326,-0.056670,0.084132,0.366704,-0.111653,0.167073,0.180392,0.667821,0.058967,0.047482,0.014743,0.066330,0.094838,0.029757,0.079219,-0.043583,-0.015574,2.158597716,2.271725524,2.290939716,2.189039354,163135,27361,234333.00,105066.97,3.35,35700,0.108,0.0956,0.0124,0.026,2300,2300,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.3,456.4,
1984,0.9305,10377714.60,889488.04,2573695.56,2325795.30,247900.26,1617936.00,78204.00,826207.00,-1179839.00,-591384.00,3866052.00,122227.50,1871330.50,0.28,-610827.50,323240.50,14731.17,3370.65,4535.27,1178.80,1178.80,3588573.57,81477.00,94028.10,50451.11,47554.00,31081.00,1014547.78,214383.64,164523.90,49859.74,238591.91,338597.23,115889.13,316693.38,-154870.50,-54737.01,2574025.79,2215872.00,219398.90,138754.89,189206.00,1809939.30,405932.70,151952.03,14767.97,41140.00,27319.00,6117.20,594.52,1704.28,3258176.72,420709.25,216596.60,271874.00,35035.00,183029.00,15991.00,10372.00,10669.00,5228.00,16275.00,50669.00,14480.00,8226.00,64748.00,36572.00,19.76,17308.00,118628.00,634728.00,162700.00,13583.43,168240.00,993064.00,820300.00,-26246.00,1730.72,112069.53,139038.00,219958.53,100346.00,-53409.83,301893.00,76023.00,1694.00,8360.00,0.00000,0.00000,0.15143,0.15758,0.28473,0.25976,0.14650,56719.28,3286163.44,2651435.44,3433917.00,0.135767,2193702.77,1887329.78,74785.89,176525.31,50472.95,4588.84,2331723.27,0.093247,0.248002,0.031148,-0.058860,0.079614,0.372534,-0.113690,0.155905,0.192100,0.652662,0.064622,0.045847,0.013894,0.066487,0.096297,0.032294,0.086308,-0.043157,-0.015253,2.08338511,2.186528523,2.200846581,2.109353427,165650,27878,236394.00,106871.15,3.35,37800,0.114,0.1039,0.0101,0.026,2300,2300,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,472,
